@r319.2|NC_017150.1-8875,NC_017150.1
@r320.2|NC_017150.1-4446,NC_017150.1
@r321.2|NC_017150.1-6281,NC_017150.1
@r322.2|NC_017150.1-10359,NC_017150.1
@r323.2|NC_017150.1-8905,NC_017150.1
@r324.2|NC_017150.1-5051,NC_017150.1
@r325.2|NC_017150.1-175,NC_017150.1
@r326.2|NC_017150.1-6104,NC_017150.1
@r327.2|NC_017150.1-9814,NC_017150.1
@r328.2|NC_017150.1-1380,NC_017150.1
@r329.2|NC_017150.1-2136,NC_017150.1
@r330.2|NC_017150.1-7386,NC_017150.1
@r331.2|NC_017150.1-7112,NC_017150.1
@r332.2|NC_017150.1-3493,NC_017150.1
@r333.2|NC_017150.1-613,NC_017150.1
@r334.2|NC_017150.1-9891,NC_017150.1
@r335.2|NC_017150.1-10368,NC_017150.1
@r336.2|NC_017150.1-5230,NC_017150.1
@r337.2|NC_017150.1-6538,NC_017150.1
@r338.2|NC_017150.1-4859,NC_017150.1
@r339.2|NC_017150.1-5554,NC_017150.1
@r340.2|NC_017150.1-6942,NC_017150.1
@r341.2|NC_017150.1-515,NC_017150.1
@r342.2|NC_017150.1-800,NC_017150.1
@r343.2|NC_017150.1-8107,NC_017150.1
@r344.2|NC_017150.1-9174,NC_017150.1
@r345.2|NC_017150.1-7159,NC_017150.1
@r346.2|NC_017150.1-463,NC_017150.1
@r347.2|NC_017150.1-8293,NC_017150.1
@r348.2|NC_017150.1-906,NC_017150.1
@r349.2|NC_017150.1-7066,NC_017150.1
@r350.2|NC_017150.1-1996,NC_017150.1
@r351.2|NC_017150.1-8349,NC_017150.1
@r352.2|NC_017150.1-1938,NC_017150.1
@r353.2|NC_017150.1-8882,NC_017150.1
@r354.2|NC_017150.1-5363,NC_017150.1
@r355.2|NC_017150.1-4553,NC_017150.1
@r356.2|NC_017150.1-8520,NC_017150.1
@r357.2|NC_017150.1-8165,NC_017150.1
@r358.2|NC_017150.1-9844,NC_017150.1
@r359.2|NC_017150.1-2200,NC_017150.1
@r360.2|NC_017150.1-3875,NC_017150.1
@r361.2|NC_017150.1-7428,NC_017150.1
@r362.2|NC_017150.1-6024,NC_017150.1
@r363.2|NC_017150.1-5087,NC_017150.1
@r364.2|NC_017150.1-4742,NC_017150.1
@r365.2|NC_017150.1-10247,NC_017150.1
@r366.2|NC_017150.1-4970,NC_017150.1
@r367.2|NC_017150.1-6458,NC_017150.1
@r368.2|NC_017150.1-343,NC_017150.1
@r369.2|NC_017150.1-7565,NC_017150.1
@r370.2|NC_017150.1-5374,NC_017150.1
@r371.2|NC_017150.1-121,NC_017150.1
@r372.2|NC_017150.1-3031,NC_017150.1
@r373.2|NC_017150.1-446,NC_017150.1
@r374.2|NC_017150.1-6553,NC_017150.1
@r375.2|NC_017150.1-6272,NC_017150.1
@r376.2|NC_017150.1-1705,NC_017150.1
@r377.2|NC_017150.1-3885,NC_017150.1
@r378.2|NC_017150.1-5101,NC_017150.1
@r379.2|NC_017150.1-10405,NC_017150.1
@r380.2|NC_017150.1-6413,NC_017150.1
@r381.2|NC_017150.1-88,NC_017150.1
@r382.2|NC_017150.1-5369,NC_017150.1
@r383.2|NC_017150.1-9924,NC_017150.1
@r384.2|NC_017150.1-7747,NC_017150.1
@r385.2|NC_017150.1-6740,NC_017150.1
@r386.2|NC_017150.1-4448,NC_017150.1
@r387.2|NC_017150.1-8220,NC_017150.1
@r388.2|NC_017150.1-9711,NC_017150.1
@r389.2|NC_017150.1-4258,NC_017150.1
@r390.2|NC_017150.1-1420,NC_017150.1
@r391.2|NC_017150.1-3134,NC_017150.1
@r392.2|NC_017150.1-8088,NC_017150.1
@r393.2|NC_017150.1-3912,NC_017150.1
@r394.2|NC_017150.1-3879,NC_017150.1
@r395.2|NC_017150.1-3408,NC_017150.1
@r396.2|NC_017150.1-6414,NC_017150.1
@r397.2|NC_017150.1-8851,NC_017150.1
@r398.2|NC_017150.1-554,NC_017150.1
@r399.2|NC_017150.1-9249,NC_017150.1
@r400.2|NC_017150.1-10028,NC_017150.1
@r401.2|NC_017150.1-6138,NC_017150.1
@r402.2|NC_017150.1-8169,NC_017150.1
@r403.2|NC_017150.1-506,NC_017150.1
@r404.2|NC_017150.1-8586,NC_017150.1
@r405.2|NC_017150.1-5867,NC_017150.1
@r406.2|NC_017150.1-5745,NC_017150.1
@r407.2|NC_017150.1-4619,NC_017150.1
@r408.2|NC_017150.1-3181,NC_017150.1
@r1.2|NC_013124.1-4425,NC_013124.1
@r2.2|NC_013124.1-1160,NC_013124.1
@r3.2|NC_013124.1-1727,NC_013124.1
@r4.2|NC_013124.1-1047,NC_013124.1
@r5.2|NC_013124.1-5629,NC_013124.1
@r6.2|NC_013124.1-246,NC_013124.1
@r7.2|NC_013124.1-567,NC_013124.1
@r8.2|NC_013124.1-7099,NC_013124.1
@r9.2|NC_013124.1-5842,NC_013124.1
@r10.2|NC_013124.1-5997,NC_013124.1
@r11.2|NC_013124.1-1782,NC_013124.1
@r12.2|NC_013124.1-4566,NC_013124.1
@r13.2|NC_013124.1-5414,NC_013124.1
@r14.2|NC_013124.1-3629,NC_013124.1
@r15.2|NC_013124.1-5423,NC_013124.1
@r16.2|NC_013124.1-2135,NC_013124.1
@r17.2|NC_013124.1-4252,NC_013124.1
@r18.2|NC_013124.1-5599,NC_013124.1
@r19.2|NC_013124.1-1074,NC_013124.1
@r20.2|NC_013124.1-5663,NC_013124.1
@r21.2|NC_013124.1-6863,NC_013124.1
@r22.2|NC_013124.1-1679,NC_013124.1
@r23.2|NC_013124.1-316,NC_013124.1
@r24.2|NC_013124.1-1652,NC_013124.1
@r25.2|NC_013124.1-751,NC_013124.1
@r26.2|NC_013124.1-6044,NC_013124.1
@r27.2|NC_013124.1-988,NC_013124.1
@r28.2|NC_013124.1-3928,NC_013124.1
@r29.2|NC_013124.1-2414,NC_013124.1
@r30.2|NC_013124.1-853,NC_013124.1
@r31.2|NC_013124.1-6691,NC_013124.1
@r32.2|NC_013124.1-4675,NC_013124.1
@r33.2|NC_013124.1-4311,NC_013124.1
@r34.2|NC_013124.1-6348,NC_013124.1
@r35.2|NC_013124.1-4896,NC_013124.1
@r36.2|NC_013124.1-1113,NC_013124.1
@r37.2|NC_013124.1-2220,NC_013124.1
@r38.2|NC_013124.1-4132,NC_013124.1
@r39.2|NC_013124.1-4944,NC_013124.1
@r40.2|NC_013124.1-3396,NC_013124.1
@r41.2|NC_013124.1-4385,NC_013124.1
@r42.2|NC_013124.1-5644,NC_013124.1
@r43.2|NC_013124.1-3220,NC_013124.1
@r44.2|NC_013124.1-4624,NC_013124.1
@r45.2|NC_013124.1-992,NC_013124.1
@r46.2|NC_013124.1-1496,NC_013124.1
@r47.2|NC_013124.1-3292,NC_013124.1
@r48.2|NC_013124.1-1569,NC_013124.1
@r49.2|NC_013124.1-1110,NC_013124.1
@r50.2|NC_013124.1-3226,NC_013124.1
@r51.2|NC_013124.1-6969,NC_013124.1
@r52.2|NC_013124.1-1190,NC_013124.1
@r53.2|NC_013124.1-3297,NC_013124.1
@r54.2|NC_013124.1-494,NC_013124.1
@r55.2|NC_013124.1-1373,NC_013124.1
@r56.2|NC_013124.1-3000,NC_013124.1
@r57.2|NC_013124.1-208,NC_013124.1
@r58.2|NC_013124.1-1134,NC_013124.1
@r59.2|NC_013124.1-4736,NC_013124.1
@r60.2|NC_013124.1-2766,NC_013124.1
@r61.2|NC_013124.1-4002,NC_013124.1
@r62.2|NC_013124.1-2323,NC_013124.1
@r63.2|NC_013124.1-5738,NC_013124.1
@r64.2|NC_013124.1-5518,NC_013124.1
@r65.2|NC_013124.1-6162,NC_013124.1
@r66.2|NC_013124.1-4743,NC_013124.1
@r67.2|NC_013124.1-1243,NC_013124.1
@r68.2|NC_013124.1-3054,NC_013124.1
@r69.2|NC_013124.1-5722,NC_013124.1
@r70.2|NC_013124.1-3449,NC_013124.1
@r71.2|NC_013124.1-4621,NC_013124.1
@r72.2|NC_013124.1-5849,NC_013124.1
@r73.2|NC_013124.1-4803,NC_013124.1
@r74.2|NC_013124.1-3974,NC_013124.1
@r75.2|NC_013124.1-5724,NC_013124.1
@r76.2|NC_013124.1-1726,NC_013124.1
@r77.2|NC_013124.1-2091,NC_013124.1
@r78.2|NC_013124.1-5790,NC_013124.1
@r79.2|NC_013124.1-3102,NC_013124.1
@r80.2|NC_013124.1-4953,NC_013124.1
@r81.2|NC_013124.1-4952,NC_013124.1
@r82.2|NC_013124.1-5592,NC_013124.1
@r83.2|NC_013124.1-706,NC_013124.1
@r84.2|NC_013124.1-6973,NC_013124.1
@r85.2|NC_013124.1-3215,NC_013124.1
@r86.2|NC_013124.1-7048,NC_013124.1
@r87.2|NC_013124.1-6698,NC_013124.1
@r88.2|NC_013124.1-6510,NC_013124.1
@r89.2|NC_013124.1-3965,NC_013124.1
@r90.2|NC_013124.1-3414,NC_013124.1
@r91.2|NC_013124.1-1996,NC_013124.1
@r92.2|NC_013124.1-5455,NC_013124.1
@r93.2|NC_013124.1-1265,NC_013124.1
@r94.2|NC_013124.1-6983,NC_013124.1
@r95.2|NC_013124.1-3023,NC_013124.1
@r96.2|NC_013124.1-4620,NC_013124.1
@r97.2|NC_013124.1-2086,NC_013124.1
@r98.2|NC_013124.1-2622,NC_013124.1
@r99.2|NC_013124.1-692,NC_013124.1
@r100.2|NC_013124.1-3951,NC_013124.1
@r101.2|NC_013124.1-6709,NC_013124.1
@r102.2|NC_013124.1-3004,NC_013124.1
@r103.2|NC_013124.1-78,NC_013124.1
@r104.2|NC_013124.1-3478,NC_013124.1
@r105.2|NC_013124.1-81,NC_013124.1
@r106.2|NC_013124.1-6603,NC_013124.1
@r107.2|NC_013124.1-4791,NC_013124.1
@r108.2|NC_013124.1-6059,NC_013124.1
@r109.2|NC_013124.1-4247,NC_013124.1
@r110.2|NC_013124.1-5964,NC_013124.1
@r111.2|NC_013124.1-920,NC_013124.1
@r112.2|NC_013124.1-821,NC_013124.1
@r113.2|NC_013124.1-1023,NC_013124.1
@r114.2|NC_013124.1-6473,NC_013124.1
@r115.2|NC_013124.1-3697,NC_013124.1
@r116.2|NC_013124.1-7044,NC_013124.1
@r117.2|NC_013124.1-5532,NC_013124.1
@r118.2|NC_013124.1-1771,NC_013124.1
@r119.2|NC_013124.1-90,NC_013124.1
@r120.2|NC_013124.1-3735,NC_013124.1
@r121.2|NC_013124.1-4115,NC_013124.1
@r122.2|NC_013124.1-3191,NC_013124.1
@r123.2|NC_013124.1-5850,NC_013124.1
@r124.2|NC_013124.1-7085,NC_013124.1
@r125.2|NC_013124.1-3303,NC_013124.1
@r126.2|NC_013124.1-4038,NC_013124.1
@r127.2|NC_013124.1-4044,NC_013124.1
@r128.2|NC_013124.1-2850,NC_013124.1
@r129.2|NC_013124.1-5829,NC_013124.1
@r130.2|NC_013124.1-194,NC_013124.1
@r131.2|NC_013124.1-3170,NC_013124.1
@r132.2|NC_013124.1-565,NC_013124.1
@r133.2|NC_013124.1-714,NC_013124.1
@r134.2|NC_013124.1-3549,NC_013124.1
@r135.2|NC_013124.1-4669,NC_013124.1
@r136.2|NC_013124.1-4904,NC_013124.1
@r137.2|NC_013124.1-4734,NC_013124.1
@r138.2|NC_013124.1-4030,NC_013124.1
@r139.2|NC_013124.1-3250,NC_013124.1
@r140.2|NC_013124.1-4749,NC_013124.1
@r141.2|NC_013124.1-1142,NC_013124.1
@r142.2|NC_013124.1-730,NC_013124.1
@r143.2|NC_013124.1-2690,NC_013124.1
@r144.2|NC_013124.1-3063,NC_013124.1
@r145.2|NC_013124.1-728,NC_013124.1
@r146.2|NC_013124.1-4553,NC_013124.1
@r147.2|NC_013124.1-493,NC_013124.1
@r148.2|NC_013124.1-3828,NC_013124.1
@r149.2|NC_013124.1-5570,NC_013124.1
@r150.2|NC_013124.1-1179,NC_013124.1
@r151.2|NC_013124.1-3521,NC_013124.1
@r152.2|NC_013124.1-4212,NC_013124.1
@r153.2|NC_013124.1-6086,NC_013124.1
@r154.2|NC_013124.1-2330,NC_013124.1
@r155.2|NC_013124.1-3080,NC_013124.1
@r156.2|NC_013124.1-5253,NC_013124.1
@r157.2|NC_013124.1-6652,NC_013124.1
@r158.2|NC_013124.1-6765,NC_013124.1
@r159.2|NC_013124.1-5209,NC_013124.1
@r160.2|NC_013124.1-3133,NC_013124.1
@r161.2|NC_013124.1-5442,NC_013124.1
@r162.2|NC_013124.1-5821,NC_013124.1
@r163.2|NC_013124.1-6381,NC_013124.1
@r164.2|NC_013124.1-2299,NC_013124.1
@r165.2|NC_013124.1-4171,NC_013124.1
@r166.2|NC_013124.1-5557,NC_013124.1
@r167.2|NC_013124.1-2078,NC_013124.1
@r168.2|NC_013124.1-761,NC_013124.1
@r169.2|NC_013124.1-1109,NC_013124.1
@r170.2|NC_013124.1-5340,NC_013124.1
@r171.2|NC_013124.1-652,NC_013124.1
@r172.2|NC_013124.1-6939,NC_013124.1
@r173.2|NC_013124.1-3462,NC_013124.1
@r174.2|NC_013124.1-2638,NC_013124.1
@r175.2|NC_013124.1-5707,NC_013124.1
@r176.2|NC_013124.1-1509,NC_013124.1
@r177.2|NC_013124.1-2748,NC_013124.1
@r178.2|NC_013124.1-3714,NC_013124.1
@r179.2|NC_013124.1-5984,NC_013124.1
@r180.2|NC_013124.1-3953,NC_013124.1
@r181.2|NC_013124.1-2722,NC_013124.1
@r182.2|NC_013124.1-6872,NC_013124.1
@r183.2|NC_013124.1-2027,NC_013124.1
@r184.2|NC_013124.1-2960,NC_013124.1
@r185.2|NC_013124.1-6608,NC_013124.1
@r186.2|NC_013124.1-4593,NC_013124.1
@r187.2|NC_013124.1-3518,NC_013124.1
@r188.2|NC_013124.1-2709,NC_013124.1
@r189.2|NC_013124.1-3072,NC_013124.1
@r190.2|NC_013124.1-4450,NC_013124.1
@r191.2|NC_013124.1-3537,NC_013124.1
@r192.2|NC_013124.1-5935,NC_013124.1
@r193.2|NC_013124.1-1046,NC_013124.1
@r194.2|NC_013124.1-3976,NC_013124.1
@r195.2|NC_013124.1-4742,NC_013124.1
@r196.2|NC_013124.1-7075,NC_013124.1
@r197.2|NC_013124.1-3356,NC_013124.1
@r198.2|NC_013124.1-3802,NC_013124.1
@r199.2|NC_013124.1-4224,NC_013124.1
@r200.2|NC_013124.1-2679,NC_013124.1
@r201.2|NC_013124.1-1027,NC_013124.1
@r202.2|NC_013124.1-2952,NC_013124.1
@r203.2|NC_013124.1-2154,NC_013124.1
@r204.2|NC_013124.1-1537,NC_013124.1
@r205.2|NC_013124.1-5841,NC_013124.1
@r206.2|NC_013124.1-4022,NC_013124.1
@r207.2|NC_013124.1-5909,NC_013124.1
@r208.2|NC_013124.1-725,NC_013124.1
@r209.2|NC_013124.1-5343,NC_013124.1
@r210.2|NC_013124.1-4921,NC_013124.1
@r211.2|NC_013124.1-1356,NC_013124.1
@r212.2|NC_013124.1-3807,NC_013124.1
@r213.2|NC_013124.1-5502,NC_013124.1
@r214.2|NC_013124.1-4072,NC_013124.1
@r215.2|NC_013124.1-1639,NC_013124.1
@r216.2|NC_013124.1-5086,NC_013124.1
@r217.2|NC_013124.1-171,NC_013124.1
@r218.2|NC_013124.1-1437,NC_013124.1
@r219.2|NC_013124.1-2513,NC_013124.1
@r220.2|NC_013124.1-4173,NC_013124.1
@r221.2|NC_013124.1-3154,NC_013124.1
@r222.2|NC_013124.1-312,NC_013124.1
@r223.2|NC_013124.1-3533,NC_013124.1
@r224.2|NC_013124.1-3792,NC_013124.1
@r225.2|NC_013124.1-1174,NC_013124.1
@r226.2|NC_013124.1-3109,NC_013124.1
@r227.2|NC_013124.1-3695,NC_013124.1
@r228.2|NC_013124.1-4765,NC_013124.1
@r229.2|NC_013124.1-6782,NC_013124.1
@r230.2|NC_013124.1-1308,NC_013124.1
@r231.2|NC_013124.1-3472,NC_013124.1
@r232.2|NC_013124.1-3903,NC_013124.1
@r233.2|NC_013124.1-3079,NC_013124.1
@r234.2|NC_013124.1-7056,NC_013124.1
@r235.2|NC_013124.1-2400,NC_013124.1
@r236.2|NC_013124.1-3594,NC_013124.1
@r237.2|NC_013124.1-311,NC_013124.1
@r238.2|NC_013124.1-8,NC_013124.1
@r239.2|NC_013124.1-2985,NC_013124.1
@r240.2|NC_013124.1-3898,NC_013124.1
@r241.2|NC_013124.1-490,NC_013124.1
@r242.2|NC_013124.1-5198,NC_013124.1
@r243.2|NC_013124.1-5679,NC_013124.1
@r244.2|NC_013124.1-2634,NC_013124.1
@r245.2|NC_013124.1-717,NC_013124.1
@r246.2|NC_013124.1-6150,NC_013124.1
@r247.2|NC_013124.1-4446,NC_013124.1
@r248.2|NC_013124.1-1783,NC_013124.1
@r249.2|NC_013124.1-7033,NC_013124.1
@r250.2|NC_013124.1-5301,NC_013124.1
@r251.2|NC_013124.1-4832,NC_013124.1
@r252.2|NC_013124.1-2943,NC_013124.1
@r253.2|NC_013124.1-3522,NC_013124.1
@r254.2|NC_013124.1-1233,NC_013124.1
@r255.2|NC_013124.1-923,NC_013124.1
@r256.2|NC_013124.1-3830,NC_013124.1
@r257.2|NC_013124.1-1472,NC_013124.1
@r258.2|NC_013124.1-1286,NC_013124.1
@r259.2|NC_013124.1-1653,NC_013124.1
@r260.2|NC_013124.1-2001,NC_013124.1
@r261.2|NC_013124.1-5098,NC_013124.1
@r262.2|NC_013124.1-3565,NC_013124.1
@r263.2|NC_013124.1-1292,NC_013124.1
@r264.2|NC_013124.1-442,NC_013124.1
@r265.2|NC_013124.1-5509,NC_013124.1
@r266.2|NC_013124.1-4986,NC_013124.1
@r267.2|NC_013124.1-5055,NC_013124.1
@r268.2|NC_013124.1-1148,NC_013124.1
@r269.2|NC_013124.1-4015,NC_013124.1
@r270.2|NC_013124.1-999,NC_013124.1
@r271.2|NC_013124.1-4471,NC_013124.1
@r272.2|NC_013124.1-650,NC_013124.1
@r273.2|NC_013124.1-4540,NC_013124.1
@r274.2|NC_013124.1-5242,NC_013124.1
@r275.2|NC_013124.1-4843,NC_013124.1
@r276.2|NC_013124.1-5034,NC_013124.1
@r277.2|NC_013124.1-5669,NC_013124.1
@r278.2|NC_013124.1-393,NC_013124.1
@r279.2|NC_013124.1-3811,NC_013124.1
@r280.2|NC_013124.1-215,NC_013124.1
@r281.2|NC_013124.1-418,NC_013124.1
@r282.2|NC_013124.1-6141,NC_013124.1
@r283.2|NC_013124.1-4191,NC_013124.1
@r284.2|NC_013124.1-2111,NC_013124.1
@r285.2|NC_013124.1-4475,NC_013124.1
@r286.2|NC_013124.1-2174,NC_013124.1
@r287.2|NC_013124.1-3122,NC_013124.1
@r288.2|NC_013124.1-5449,NC_013124.1
@r289.2|NC_013124.1-2995,NC_013124.1
@r290.2|NC_013124.1-60,NC_013124.1
@r291.2|NC_013124.1-671,NC_013124.1
@r292.2|NC_013124.1-4861,NC_013124.1
@r293.2|NC_013124.1-424,NC_013124.1
@r294.2|NC_013124.1-3018,NC_013124.1
@r295.2|NC_013124.1-1735,NC_013124.1
@r296.2|NC_013124.1-3938,NC_013124.1
@r297.2|NC_013124.1-5116,NC_013124.1
@r298.2|NC_013124.1-5586,NC_013124.1
@r299.2|NC_013124.1-3372,NC_013124.1
@r300.2|NC_013124.1-6396,NC_013124.1
@r301.2|NC_013124.1-4187,NC_013124.1
@r302.2|NC_013124.1-5106,NC_013124.1
@r303.2|NC_013124.1-2148,NC_013124.1
@r304.2|NC_013124.1-4396,NC_013124.1
@r305.2|NC_013124.1-142,NC_013124.1
@r306.2|NC_013124.1-6986,NC_013124.1
@r307.2|NC_013124.1-3278,NC_013124.1
@r308.2|NC_013124.1-648,NC_013124.1
@r309.2|NC_013124.1-6576,NC_013124.1
@r310.2|NC_013124.1-463,NC_013124.1
@r311.2|NC_013124.1-4005,NC_013124.1
@r312.2|NC_013124.1-3111,NC_013124.1
@r313.2|NC_013124.1-5043,NC_013124.1
@r314.2|NC_013124.1-3868,NC_013124.1
@r315.2|NC_013124.1-3334,NC_013124.1
@r316.2|NC_013124.1-2708,NC_013124.1
@r317.2|NC_013124.1-6776,NC_013124.1
@r318.2|NC_013124.1-3383,NC_013124.1
@r319.2|NC_013124.1-6878,NC_013124.1
@r320.2|NC_013124.1-4496,NC_013124.1
@r321.2|NC_013124.1-6461,NC_013124.1
@r322.2|NC_013124.1-3972,NC_013124.1
@r323.2|NC_013124.1-4672,NC_013124.1
@r324.2|NC_013124.1-3244,NC_013124.1
@r325.2|NC_013124.1-6638,NC_013124.1
@r326.2|NC_013124.1-2359,NC_013124.1
@r327.2|NC_013124.1-4416,NC_013124.1
@r328.2|NC_013124.1-1454,NC_013124.1
@r329.2|NC_013124.1-1162,NC_013124.1
@r330.2|NC_013124.1-3130,NC_013124.1
@r331.2|NC_013124.1-2200,NC_013124.1
@r332.2|NC_013124.1-6727,NC_013124.1
@r333.2|NC_013124.1-3706,NC_013124.1
@r334.2|NC_013124.1-1500,NC_013124.1
@r335.2|NC_013124.1-3151,NC_013124.1
@r336.2|NC_013124.1-7081,NC_013124.1
@r337.2|NC_013124.1-1335,NC_013124.1
@r338.2|NC_013124.1-1955,NC_013124.1
@r339.2|NC_013124.1-2456,NC_013124.1
@r340.2|NC_013124.1-890,NC_013124.1
@r341.2|NC_013124.1-5571,NC_013124.1
@r342.2|NC_013124.1-4573,NC_013124.1
@r343.2|NC_013124.1-497,NC_013124.1
@r344.2|NC_013124.1-354,NC_013124.1
@r345.2|NC_013124.1-5991,NC_013124.1
@r346.2|NC_013124.1-2912,NC_013124.1
@r347.2|NC_013124.1-4890,NC_013124.1
@r348.2|NC_013124.1-148,NC_013124.1
@r349.2|NC_013124.1-4193,NC_013124.1
